祖国同胞_8657,#genre#
台视综合台_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165081&pathid=0
台视新闻台_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165080&pathid=0
台视 TTV HD_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165079&pathid=0
中天亚洲台_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165078&pathid=0
中天综合 CTI Metro_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165077&pathid=0
中天娱乐 CTI Entertaiment_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165076&pathid=0
中天新闻 HD_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165075&pathid=0
中天新闻 HD_TVATW-US,http://go2.bkpcp.top/cjds/classid=3&id=260165075&pathid=1
TVBS HD_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165074&pathid=0
TVBS 欢乐台 _TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165073&pathid=0
TVBS News 新闻台_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=260165072&pathid=0
BBC News_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490579&pathid=0
CNN_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490578&pathid=0
Discovery Turbo_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490577&pathid=0
DMAX_1,http://go2.bkpcp.top/cjds/classid=3&id=490576&pathid=0
Discovery Science_YH-MS,http://go2.bkpcp.top/cjds/classid=3&id=490575&pathid=0
Discovery Science_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490575&pathid=1
Discovery Channel_YH-MS,http://go2.bkpcp.top/cjds/classid=3&id=490574&pathid=0
Discovery Channel_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490574&pathid=1
Discovery Asia_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490573&pathid=0
HBO Signature_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490572&pathid=0
HBO Hits_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490571&pathid=0
HBO HD_TVATW,http://go2.bkpcp.top/cjds/classid=3&id=490570&pathid=0
HBO HD_2,http://go2.bkpcp.top/cjds/classid=3&id=490570&pathid=1
HBO Family_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=490569&pathid=0
HBO Family_2,http://go2.bkpcp.top/cjds/classid=3&id=490569&pathid=1

台湾中视_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=47&pathid=0
台湾中视_2,http://go2.bkpcp.top/cjds/classid=3&id=47&pathid=1
台湾华视_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=46&pathid=0
台湾华视_2,http://go2.bkpcp.top/cjds/classid=3&id=46&pathid=1
台湾台视_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=45&pathid=0
台湾台视_2,http://go2.bkpcp.top/cjds/classid=3&id=45&pathid=1
台湾民视_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=44&pathid=0
台湾民视_2,http://go2.bkpcp.top/cjds/classid=3&id=44&pathid=1
台湾公视_TVATW-HL,http://go2.bkpcp.top/cjds/classid=3&id=43&pathid=0
台湾公视_2,http://go2.bkpcp.top/cjds/classid=3&id=43&pathid=1
中天新闻台_线路1-YH,http://go2.bkpcp.top/cjds/classid=3&id=42&pathid=0
中天新闻台_高速2-HLTV,http://go2.bkpcp.top/cjds/classid=3&id=42&pathid=1
中天新闻台_4,http://go2.bkpcp.top/cjds/classid=3&id=42&pathid=2
中天新闻台_5,http://go2.bkpcp.top/cjds/classid=3&id=42&pathid=3
中天综合台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=41&pathid=0
中天综合台_2,http://go2.bkpcp.top/cjds/classid=3&id=41&pathid=1
中天综合台_3,http://go2.bkpcp.top/cjds/classid=3&id=41&pathid=2
中天娱乐台_1,http://go2.bkpcp.top/cjds/classid=3&id=40&pathid=0
中天娱乐台_2,http://go2.bkpcp.top/cjds/classid=3&id=40&pathid=1
中天娱乐台_3,http://go2.bkpcp.top/cjds/classid=3&id=40&pathid=2
中天亚洲台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=39&pathid=0
中天亚洲台_3,http://go2.bkpcp.top/cjds/classid=3&id=39&pathid=1
中天亚洲台_4,http://go2.bkpcp.top/cjds/classid=3&id=39&pathid=2
TVBS新闻台_高清备用,http://go2.bkpcp.top/cjds/classid=3&id=38&pathid=0
TVBS新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=38&pathid=1
TVBS综合台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=37&pathid=0
TVBS综合台_2,http://go2.bkpcp.top/cjds/classid=3&id=37&pathid=1
TVBS欢乐台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=36&pathid=0
TVBS欢乐台_2,http://go2.bkpcp.top/cjds/classid=3&id=36&pathid=1
壹电视综合台_1,http://go2.bkpcp.top/cjds/classid=3&id=35&pathid=0
壹电视综合台_2,http://go2.bkpcp.top/cjds/classid=3&id=35&pathid=1
壹电视新闻台_线路1（仅支持电脑）,http://go2.bkpcp.top/cjds/classid=3&id=34&pathid=0
壹电视新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=34&pathid=1
东森新闻台_备用-HL,http://go2.bkpcp.top/cjds/classid=3&id=33&pathid=0
东森新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=33&pathid=1
东森综合台_1,http://go2.bkpcp.top/cjds/classid=3&id=32&pathid=0
东森综合台_2,http://go2.bkpcp.top/cjds/classid=3&id=32&pathid=1
东森幼幼台_线路1（仅支持电脑）,http://go2.bkpcp.top/cjds/classid=3&id=31&pathid=0
东森亚洲台_线路1（仅支持电脑）,http://go2.bkpcp.top/cjds/classid=3&id=30&pathid=0
东森电影台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=29&pathid=0
东森电影台_2,http://go2.bkpcp.top/cjds/classid=3&id=29&pathid=1
东森洋片台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=28&pathid=0
东森洋片台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=28&pathid=1
东森洋片台_3,http://go2.bkpcp.top/cjds/classid=3&id=28&pathid=2
东森财经新闻台_线路1(仅支持电脑),http://go2.bkpcp.top/cjds/classid=3&id=27&pathid=0
三立新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=26&pathid=0
三立新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=26&pathid=1
三立都会台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=25&pathid=0
三立都会台_2,http://go2.bkpcp.top/cjds/classid=3&id=25&pathid=1
三立台湾台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=24&pathid=0
三立台湾台_2,http://go2.bkpcp.top/cjds/classid=3&id=24&pathid=1
三立国际台_1,http://go2.bkpcp.top/cjds/classid=3&id=23&pathid=0
八大综合台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=22&pathid=0
八大第一台_线路1（仅支持电脑）,http://go2.bkpcp.top/cjds/classid=3&id=21&pathid=0
八大娱乐K台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=20&pathid=0
